OBJECTID;estacion;Nom_Est;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;Porc_datos;Celda_XY;Cont_celda;Depto;Mpio;AH;ZSZH;x;y;NombrEst;NOMBRE_VER;SUBREGION
11555;23010020;EDENEL;0;6;46;12;55;97;39;66;71;49;52;51;96;86;89;80;93;35;1;77;66;8;96;92;89;86;23;26;45;2;26;48;59;46;89;28;71;71;0;2;68;24;85;5;28;92;27;23;34;60;3;83;94;(2-7);24;Tolima;Fresno;MagdalenaCauca;RíoGualí;4772967,046000;2128358,872000;EDEN EL [23010020];LA FLORIDA;
11812;23010070;MACARENALAHACIENDA;0;56;29;79;86;60;89;70;93;100;87;56;69;39;38;18;59;86;100;28;7;56;91;26;66;6;86;28;58;50;65;5;61;90;90;80;5;1;89;18;8;61;31;45;47;41;78;72;59;39;82;95;4;(2-7);24;Tolima;Mariquita;MagdalenaCauca;RíoGualí;4791329,737000;2131059,928000;MACARENA LA HACIENDA [23010070];PANTANO GRANDE;
0;23010080;IdemaHonda;0;85;78;30;60;26;91;32;20;2;49;22;35;78;20;58;20;23;64;30;70;20;40;89;62;73;69;83;98;0;12;97;82;52;100;19;21;65;55;58;63;39;83;95;77;62;86;7;8;1;39;10;97;(2-8);12;Tolima;Honda;MagdalenaCauca;RíoGualí;4806159,283000;2133016,495000;IDEMA-HONDA [23010080];;
11812;23010110;SUBESTACIONELECTR;100;28;13;36;9;53;53;46;39;53;97;71;77;66;68;53;83;47;53;93;6;77;91;87;10;23;3;20;86;65;53;32;73;41;66;71;76;90;59;84;25;66;45;89;12;25;21;48;5;78;46;61;5;(2-7);24;Tolima;Mariquita;MagdalenaCauca;RíoGualí;4793177,026000;2131054,464000;SUBESTACION ELECTR [23010110];PANTANO GRANDE;
0;23015040;AEROPUERTOMARIQUITA;100;66;76;35;64;58;7;85;3;16;87;6;84;61;3;69;8;1;95;47;78;41;26;24;46;17;66;36;49;91;34;84;80;67;23;60;30;80;100;48;89;29;33;16;64;60;72;79;64;41;82;10;50;(2-7);24;Tolima;Mariquita;MagdalenaCauca;RíoGualí;4790999,768000;2133978,338000;AEROPUERTO MARIQUITA [23015040];;
0;23020080;MANZANARES;100;17;75;85;7;93;37;87;39;7;7;19;85;5;7;14;22;17;30;37;27;77;70;45;55;67;95;88;3;57;98;10;43;6;12;22;25;43;47;29;68;84;63;80;46;45;18;14;27;81;46;49;87;(2-7);24;Caldas;Manzanares;MagdalenaCauca;RíoGuarinó;4762457,529000;2140249,330000;MANZANARES [23020080];;
22575;23020090;MARULANDA;100;98;99;47;28;71;24;38;79;18;22;41;99;69;44;64;40;66;8;62;78;78;99;10;20;6;1;24;43;20;48;41;51;58;60;0;44;0;86;84;3;86;100;0;46;80;13;63;59;48;11;41;88;(2-6);13;Caldas;Marulanda;MagdalenaCauca;RíoGuarinó;4748822,429000;2141685,947000;MARULANDA [23020090];CENTRO MARULANDA;
0;23020100;VICTORIALA;100;62;48;42;92;76;64;62;2;82;71;62;3;43;100;86;82;28;75;1;44;10;61;4;42;39;22;88;18;71;64;91;82;77;90;97;94;21;92;4;23;24;73;67;96;46;80;1;99;98;77;19;88;(2-7);24;Caldas;Victoria;MagdalenaCauca;RíoGuarinó;4787906,467000;2146299,439000;VICTORIA LA [23020100];;
11605;23025020;ESPERANZALA;92;1;68;8;31;63;100;66;80;6;76;90;93;92;62;78;48;21;0;79;45;62;49;55;4;75;74;95;58;28;3;90;12;98;68;31;35;38;55;54;100;60;93;5;20;16;0;23;33;40;40;29;85;(2-8);12;Tolima;Honda;MagdalenaCauca;RíoGualí;4808443,689000;2139778,060000;ESPERANZA LA [23025020];PALACIOS;
11895;23025040;ALBANIA;100;23;46;29;71;83;26;2;29;96;38;29;61;64;13;84;69;53;63;68;8;11;76;18;62;41;46;94;36;2;68;45;48;89;45;58;98;51;43;10;24;38;4;70;0;53;63;47;70;56;78;76;65;(2-7);24;Tolima;Mariquita;MagdalenaCauca;RíoGuarinó;4789224,236000;2142383,197000;ALBANIA [23025040];MALABAR BAJO;
16438;23030010;ESPERANZALAHACIENDA;0;29;39;29;33;19;42;57;45;77;64;60;87;100;77;19;72;15;99;22;37;80;59;42;39;76;35;56;52;51;96;34;11;70;69;39;78;42;31;37;61;57;54;60;37;15;8;72;95;80;24;11;5;(3-8);10;Cundinamarca;PuertoSalgar;MagdalenaCauca;DirectosalMagdalenaentreRíosSecoyNegro(md);4819120,213000;2162302,697000;ESPERANZA LA HACIENDA [23030010];AREA URBANA;
16438;23035020;AEROPUERTOPALANQUERO;100;38;74;37;58;81;41;97;63;12;80;9;22;90;17;6;17;40;33;46;39;42;95;60;89;56;72;100;87;29;73;15;26;19;22;50;65;92;67;100;65;92;31;76;17;85;23;34;30;43;27;47;73;(3-8);10;Cundinamarca;PuertoSalgar;MagdalenaCauca;DirectosalMagdalenaentreRíosSecoyNegro(md);4816752,339000;2162831,177000;AEROPUERTO PALANQUERO [23035020];AREA URBANA;
0;23040030;IdemaDorada;25;4;58;74;20;17;90;13;13;26;45;21;30;44;84;73;54;56;99;70;93;94;61;24;10;33;96;19;53;33;36;79;5;4;96;99;29;66;35;99;21;58;99;38;53;33;87;29;79;62;47;17;88;(3-8);10;Caldas;LaDorada;MagdalenaCauca;DirectosMagdalenaentreRíosGuarinóyLaMiel;4814379,277000;2163700,609000;IDEMA-DORADA [23040030];;
22535;23040050;BASCULALA;33;54;9;21;17;25;58;34;4;18;84;87;67;6;87;89;1;98;33;0;14;56;0;66;20;46;40;69;3;34;87;66;5;16;12;2;21;24;75;14;71;62;39;89;69;86;52;92;27;1;13;9;1;(3-8);10;Caldas;LaDorada;MagdalenaCauca;DirectosMagdalenaentreRíosGuarinóyLaMiel;4809878,499000;2158643,584000;BASCULA LA [23040050];LA ARENOSA;
22535;23040060;PALMARELHACIENDA;1;93;72;38;67;92;51;0;71;85;22;65;5;24;7;51;91;47;27;31;80;50;64;58;71;95;4;90;87;70;49;29;35;36;51;67;69;76;50;6;92;89;75;92;31;24;18;33;100;49;56;32;4;(3-8);10;Caldas;LaDorada;MagdalenaCauca;DirectosMagdalenaentreRíosGuarinóyLaMiel;4808032,106000;2158648,849000;PALMAR EL HACIENDA [23040060];LA ARENOSA;
22109;23040070;CANAVERAL;100;59;10;4;93;87;100;42;4;38;11;28;55;60;41;44;85;99;69;81;84;85;27;94;8;88;40;43;48;59;54;80;83;89;87;83;97;38;100;42;7;28;41;33;60;16;69;22;63;85;72;81;86;(2-7);24;Caldas;Victoria;MagdalenaCauca;RíoLaMiel(Samaná);4784880,037000;2147119,658000;CANAVERAL [23040070];CañaVERAL;
22235;23050070;NORCASIA;0;9;3;69;19;51;34;18;68;75;52;80;62;1;92;92;48;62;31;16;99;48;7;57;15;42;91;47;97;4;64;33;73;29;3;18;59;90;46;46;27;77;86;72;76;52;18;86;99;92;70;26;18;(3-8);10;Caldas;Victoria;MagdalenaCauca;DirectosMagdalenaentreRíosGuarinóyLaMiel;4809920,838000;2173382,924000;NORCASIA [23050070];ISAZA;
0;23050080;MARQUETALIA;0;73;52;79;35;72;71;70;13;79;96;83;24;12;7;32;11;14;52;62;50;55;58;85;65;27;68;10;37;42;26;7;37;54;58;61;40;67;9;83;90;79;21;8;88;16;88;40;43;46;19;42;94;(2-7);24;Caldas;Marquetalia;MagdalenaCauca;RíoLaMiel(Samaná);4772069,502000;2143899,467000;MARQUETALIA [23050080];;
18373;23050100;SANMIGUEL;100;90;2;74;90;29;20;5;28;89;45;45;37;43;70;85;63;69;72;2;88;8;95;0;50;48;45;44;40;67;72;74;30;43;13;97;90;30;84;25;24;20;70;7;54;83;23;2;32;70;63;64;77;(3-8);10;Antioquia;Sonsón;MagdalenaCauca;RíoLaMiel(Samaná);4808931,664000;2191524,734000;SAN MIGUEL [23050100];SAN MIGUEL;ORIENTE
22617;23050230;SANJOSEPENSILVAN;100;29;43;9;52;6;43;74;50;81;46;97;77;83;8;79;90;32;12;23;9;29;55;49;0;34;85;64;7;95;88;23;79;21;34;89;28;34;37;67;16;87;36;70;5;58;0;68;97;17;13;26;84;(3-7);5;Caldas;Pensilvania;MagdalenaCauca;RíoLaMiel(Samaná);4761935,904000;2152269,865000;SAN JOSE PENSILVAN [23050230];SAN JOSE;
0;23050250;NORCASIARADIO;100;7;8;88;67;57;97;64;91;100;86;55;66;7;40;91;68;19;36;39;68;1;2;88;10;71;19;42;2;25;24;65;41;48;37;55;68;100;50;55;22;7;4;3;0;21;37;16;37;2;80;56;74;(3-7);5;Caldas;Norcasia;MagdalenaCauca;RíoLaMiel(Samaná);4790536,892000;2174305,110000;NORCASIA RADIO [23050250];;
26857;23055040;SAMANA;100;61;73;36;81;23;90;29;45;20;54;3;30;71;50;53;72;83;25;92;34;2;23;65;5;35;26;79;55;74;88;59;81;14;92;5;99;11;15;8;58;98;54;40;41;61;47;98;38;81;0;48;85;(3-7);5;Caldas;Samaná;MagdalenaCauca;RíoLaMiel(Samaná);4778568,619000;2157204,152000;SAMANA [23055040];SEGOVIA;
0;23055070;ARGELIA;100;27;27;5;59;35;67;68;34;84;90;53;20;59;6;7;88;61;100;70;69;39;86;46;56;79;64;18;63;99;97;80;49;1;18;21;34;35;31;44;54;43;79;1;62;85;82;7;1;16;69;89;52;(3-7);5;Antioquia;Argelia;MagdalenaCauca;RíoLaMiel(Samaná);4763093,962000;2191596,285000;ARGELIA [23055070];;ORIENTE
26962;23055080;FLORENCIA;100;48;58;42;95;51;16;57;98;25;69;24;0;14;27;32;73;50;53;18;59;1;90;71;36;2;45;84;12;53;32;35;52;11;82;72;60;69;83;25;66;93;95;11;24;34;17;14;52;42;29;12;18;(3-7);5;Caldas;Samaná;MagdalenaCauca;RíoLaMiel(Samaná);4772985,207000;2169815,161000;FLORENCIA [23055080];SANTAMARIA;
16047;23060090;YACOPI;4;98;20;95;86;15;5;38;21;19;17;61;63;64;53;23;98;91;17;71;40;26;49;20;16;66;46;33;75;30;80;100;73;20;59;29;2;5;45;89;15;55;36;60;32;55;73;39;96;12;65;56;10;(3-8);10;Cundinamarca;Yacopí;MagdalenaCauca;RíoNegro;4848666,083000;2165913,245000;YACOPI [23060090];CABO VERDE BAJO;
20818;23060110;CAPARRAPI;0;19;18;52;25;55;22;74;77;68;96;62;1;99;30;44;16;30;57;24;77;33;73;71;64;16;34;12;77;97;10;93;13;9;21;78;6;44;50;13;93;59;77;52;72;21;69;79;89;64;3;6;92;(2-8);12;Cundinamarca;Caparrapí;MagdalenaCauca;RíoNegro;4834436,708000;2149609,830000;CAPARRAPI [23060110];SUZNE;
0;23060140;TUSCOLOEL;100;58;82;41;90;57;73;12;69;90;35;20;68;20;61;37;44;95;32;75;77;97;94;14;0;0;100;43;17;33;27;40;57;57;77;27;97;80;90;80;85;25;12;7;19;68;16;43;84;26;93;58;89;(2-8);12;Cundinamarca;Guaduas;MagdalenaCauca;RíoNegro;4821807,098000;2118386,895000;TUSCOLO EL [23060140];;
16437;23060150;PUERTOLIBRE;100;81;77;76;45;93;35;15;31;69;74;51;55;99;8;89;78;10;98;37;17;10;4;56;66;35;50;44;68;58;90;78;73;6;13;93;36;1;14;30;24;50;0;47;33;30;66;23;50;46;59;75;87;(3-8);10;Cundinamarca;PuertoSalgar;MagdalenaCauca;RíoNegro;4819874,411000;2194535,720000;PUERTO LIBRE [23060150];EL GUAYABO;
20866;23060160;SANPABLO;100;16;26;38;12;59;51;66;6;75;21;15;92;61;72;28;41;14;64;15;72;59;55;3;49;71;95;54;10;74;26;97;98;52;92;34;37;30;51;47;60;30;33;84;54;55;65;51;0;95;23;64;87;(3-8);10;Cundinamarca;Caparrapí;MagdalenaCauca;RíoNegro;4838057,251000;2164289,581000;SAN PABLO [23060160];SAN PEDRO;
16132;23060170;PALMALA;100;41;77;47;60;32;76;28;96;37;36;4;45;12;46;80;48;63;68;56;8;75;17;72;85;34;15;35;14;28;42;48;38;44;27;98;87;67;67;95;93;72;88;62;5;3;27;87;7;44;24;26;73;(2-8);12;Cundinamarca;LaPalma;MagdalenaCauca;RíoNegro;4846142,115000;2149269,183000;PALMA LA [23060170];EL BATAN;
21311;23060180;PENONEL;100;91;13;33;18;28;12;40;73;63;44;56;99;76;96;69;12;99;7;20;83;53;52;25;38;32;55;75;51;91;31;97;0;65;33;85;5;17;92;38;95;8;51;89;54;10;22;46;42;95;28;81;90;(2-9);6;Cundinamarca;ElPeñón;MagdalenaCauca;RíoNegro;4856600,933000;2138645,278000;PENON EL [23060180];CENTRO;
0;23060190;UTICA;100;11;31;54;74;76;67;60;12;77;8;19;89;16;16;46;33;15;56;49;40;93;9;89;55;95;4;49;28;69;96;35;82;22;25;24;45;85;54;15;6;86;26;55;55;62;89;85;84;79;64;34;86;(2-8);12;Cundinamarca;íÃ…Â¡tica;MagdalenaCauca;RíoNegro;4835423,421000;2132352,069000;UTICA [23060190];;
16386;23060260;CHILAGUAFINCA;100;98;71;19;93;90;10;96;37;7;20;50;23;67;32;53;53;73;96;93;76;80;87;9;32;3;100;12;55;35;62;28;45;58;62;44;19;90;89;66;70;75;93;21;86;2;68;19;52;100;42;22;64;(2-8);12;Cundinamarca;Nocaima;MagdalenaCauca;RíoNegro;4846857,913000;2117797,980000;CHILAGUA FINCA [23060260];JAGUAL;
32226;23060270;CABRERALA;100;94;33;28;14;58;33;60;27;43;84;64;54;86;99;15;17;94;0;13;42;7;23;16;82;35;66;51;49;100;74;80;93;53;93;81;83;39;55;25;8;6;57;87;63;23;32;82;15;63;72;35;5;(2-9);6;Cundinamarca;Pacho;MagdalenaCauca;RíoNegro;4872586,155000;2125339,690000;CABRERA LA [23060270];LA CABRERA;
16458;23060290;SILENCIOEL;100;71;68;64;51;47;83;13;67;37;91;92;31;6;51;3;44;56;27;63;49;47;90;71;80;67;87;84;84;26;92;94;73;15;6;100;27;91;24;46;40;40;46;49;76;53;96;39;82;9;97;12;67;(2-8);12;Cundinamarca;Sasaima;MagdalenaCauca;RíoNegro;4843508,080000;2107694,942000;SILENCIO EL [23060290];LA GRANJA;
15884;23060370;ESTANCIALA;100;20;48;27;86;99;55;66;45;10;14;54;20;61;54;30;8;38;78;98;48;24;91;19;87;2;50;33;19;19;98;35;54;31;37;50;77;53;60;63;91;76;100;100;71;34;20;17;2;12;33;40;23;(2-8);12;Cundinamarca;LaVega;MagdalenaCauca;RíoNegro;4848537,809000;2106965,949000;ESTANCIA LA [23060370];LLANO GRANDE;
15912;23065110;YACOPIAut;100;89;31;25;49;48;18;30;71;60;68;58;69;89;78;10;61;28;27;24;10;6;40;57;38;51;24;58;68;44;88;38;91;68;73;100;67;96;7;17;17;10;24;40;20;70;0;53;32;76;85;41;83;(3-9);15;Cundinamarca;Yacopí;MagdalenaCauca;RíoNegro;4850000,384000;2164160,195000;YACOPI - AUT [23065110];EL UBE;
32226;23065120;CABRERALA;100;51;67;32;99;89;66;8;59;15;92;24;37;92;31;47;14;78;31;46;61;41;18;25;4;70;51;98;58;81;91;91;29;72;99;31;92;61;0;31;33;37;87;71;71;64;51;88;10;74;97;80;86;(2-9);6;Cundinamarca;Pacho;MagdalenaCauca;RíoNegro;4873766,660000;2126246,273000;CABRERA LA [23065120];LA CABRERA;
15800;23065200;TRAPICHEEL;100;2;70;97;18;83;5;28;25;42;7;51;29;39;83;22;79;54;85;85;8;7;85;88;17;87;100;93;5;36;11;45;96;38;65;44;47;50;92;79;75;86;78;92;33;78;18;98;50;27;32;44;9;(2-8);12;Cundinamarca;Villeta;MagdalenaCauca;RíoNegro;4833339,188000;2113799,739000;TRAPICHE EL [23065200];LA MASATA;
18371;23070010;CLARODELUNA;100;66;9;38;29;19;59;63;43;43;59;86;92;66;99;89;17;11;99;1;43;58;25;16;96;49;26;58;18;28;78;84;58;100;69;83;99;85;29;68;37;37;8;58;17;40;52;48;72;31;67;62;54;(4-8);6;Antioquia;Sonsón;MagdalenaCauca;DirectosMagdalenaMedioentreRíosLaMielyNare;4804996,454000;2205981,864000;CLARO DE LUNA [23070010];PARCELAS;ORIENTE
18467;23070020;RIOCLARO;100;7;73;77;54;67;76;99;5;79;36;79;22;34;97;53;19;62;46;56;79;16;39;66;36;89;45;82;64;77;19;59;15;89;5;18;0;39;21;24;62;46;56;62;39;4;71;11;52;81;20;3;66;(4-7);13;Antioquia;Sonsón;MagdalenaCauca;DirectosMagdalenaMedioentreRíosLaMielyNare;4795436,611000;2205361,586000;RIO CLARO [23070020];LA DANTA;ORIENTE
0;23080390;SANTODOMINGO;0;57;36;66;17;97;12;29;84;60;14;29;70;38;37;70;46;99;79;69;49;41;20;98;87;80;96;97;26;12;9;8;51;52;20;53;80;69;69;76;39;8;93;15;89;85;34;9;33;31;2;51;83;(5-7);20;Antioquia;SantoDomingo;MagdalenaCauca;RíoNare;4760785,105000;2273245,007000;SANTO DOMINGO [23080390];;NORDESTE
16815;23080490;SANCARLOS;0;20;1;21;34;51;64;34;46;2;50;84;59;90;100;91;23;77;10;21;92;3;13;9;50;16;45;12;50;81;33;91;56;80;84;2;15;85;97;25;93;29;16;13;43;36;89;16;82;48;65;79;33;(4-7);13;Antioquia;SanCarlos;MagdalenaCauca;RíoNare;4780631,666000;2243498,555000;SAN CARLOS [23080490];CañaVERAL;ORIENTE
20950;23080630;TOPACIOEL;100;74;67;57;37;13;65;97;23;51;27;4;23;41;9;47;14;95;74;84;54;53;34;88;15;81;51;67;6;47;84;6;92;36;86;14;20;98;61;3;46;49;55;63;87;72;69;68;2;0;86;18;30;(5-7);20;Antioquia;SanRafael;MagdalenaCauca;RíoNare;4780708,593000;2263768,662000;TOPACIO EL [23080630];EL CERRO;ORIENTE
0;23080640;MARINILLA;100;81;78;72;14;35;95;31;27;17;58;24;54;29;40;61;2;72;47;55;88;85;75;71;81;46;87;29;97;82;52;27;34;23;37;77;60;63;82;67;9;76;64;94;6;49;3;19;10;62;65;84;93;(4-6);19;Antioquia;Marinilla;MagdalenaCauca;RíoNare;4742476,387000;2240455,761000;MARINILLA [23080640];;ORIENTE
0;23080650;CAMPOALEGRE;100;2;42;35;50;21;34;61;68;44;76;88;75;85;62;52;93;7;79;94;81;51;10;33;47;86;65;41;34;74;41;90;74;63;30;44;13;27;68;45;84;40;26;22;70;7;43;89;46;24;83;5;92;(4-6);19;Antioquia;CarmenDeViboral;MagdalenaCauca;RíoNare;4741587,176000;2229698,542000;CAMPOALEGRE [23080650];;ORIENTE
18429;23080660;MORROEL;100;42;52;74;7;72;69;92;89;21;10;2;69;11;11;11;31;27;29;28;49;46;32;68;38;49;0;44;0;67;6;9;62;31;81;21;48;16;31;34;23;80;46;89;52;41;43;9;25;3;19;33;25;(5-7);20;Antioquia;SantoDomingo;MagdalenaCauca;RíoNare;4764154,675000;2273049,542000;MORRO EL [23080660];REYES;NORDESTE
12046;23080680;ALEJANDRIA;100;90;73;52;56;21;12;1;42;1;15;22;23;63;19;32;63;13;79;72;88;62;82;3;4;2;96;99;12;45;28;11;24;67;44;62;37;85;85;78;4;54;24;10;14;26;22;46;66;39;82;40;29;(5-7);20;Antioquia;Alejandría;MagdalenaCauca;RíoNare;4762272,576000;2263842,629000;ALEJANDRIA [23080680];FATIMA;ORIENTE
19211;23080720;CANTERAS;100;25;36;6;5;75;65;53;27;26;70;45;77;39;83;96;99;63;95;22;12;6;6;3;25;59;45;35;28;81;44;75;2;46;89;86;18;5;0;27;15;8;83;100;79;78;71;0;44;20;61;3;64;(5-8);9;Antioquia;PuertoNare;MagdalenaCauca;RíoNare;4814846,079000;2251800,529000;CANTERAS [23080720];CANTERAS;MAGDALENA MEDIO
17643;23080730;TEJAREL;0;74;87;57;86;52;84;58;77;16;59;100;25;91;30;100;16;43;9;89;93;56;69;39;88;61;71;64;80;5;79;99;22;82;38;3;18;21;41;79;16;82;70;81;3;24;85;94;6;49;23;53;47;(5-7);20;Antioquia;SanRafael;MagdalenaCauca;RíoNare;4775141,852000;2254576,247000;TEJAR EL [23080730];LA CUMBRE;ORIENTE
0;23080740;CONCEPCION;100;12;73;6;81;93;10;75;24;95;6;64;78;48;23;56;66;33;73;52;57;6;74;87;97;83;36;2;45;100;14;53;32;37;39;82;67;86;62;95;7;47;1;17;10;60;48;41;57;24;88;65;89;(5-7);20;Antioquia;Concepción;MagdalenaCauca;RíoNare;4750202,532000;2265399,488000;CONCEPCION [23080740];;ORIENTE
0;23080750;COCORNA;100;19;7;35;28;18;98;40;51;61;37;56;70;84;86;65;71;8;23;78;19;86;41;26;36;22;18;66;71;50;91;59;66;100;75;22;59;38;50;21;70;35;53;65;61;71;55;78;79;64;27;84;88;(4-7);13;Antioquia;Cocorná;MagdalenaCauca;RíoNare;4758514,393000;2227367,158000;COCORNA [23080750];;ORIENTE
0;23080760;SANROQUE;100;35;21;42;64;75;64;6;44;82;1;78;21;85;41;0;24;46;16;43;59;26;62;34;84;54;67;30;34;13;79;99;23;93;32;97;39;86;28;69;88;36;15;82;10;81;95;44;100;28;21;8;88;(5-7);20;Antioquia;SanRoque;MagdalenaCauca;RíoNare;4777030,132000;2275300,517000;SAN ROQUE [23080760];;NORDESTE
11188;23080790;LINDALA;100;75;68;68;19;63;14;82;96;21;17;4;37;34;54;20;48;54;42;95;88;77;57;98;94;17;16;88;100;28;60;24;27;40;80;69;1;49;19;18;14;4;93;63;36;32;42;12;48;82;57;72;37;(4-6);19;Antioquia;CarmenDeViboral;MagdalenaCauca;RíoNare;4747317,095000;2215985,950000;LINDA LA [23080790];LA LINDA;ORIENTE
16966;23080800;PATIOBONITO;100;22;18;31;12;99;68;17;37;37;16;86;62;81;55;99;11;95;79;10;98;26;19;18;19;41;61;37;51;44;84;60;14;25;82;22;23;30;44;25;40;55;46;12;16;95;61;62;11;56;12;77;36;(4-7);13;Antioquia;SanCarlos;MagdalenaCauca;RíoNare;4789845,626000;2241622,154000;PATIO BONITO [23080800];PATIO BONITO;ORIENTE
17064;23080810;JORDANEL;100;2;82;45;34;76;19;99;89;93;6;75;1;18;92;61;88;16;58;22;79;22;74;59;55;91;51;74;95;94;96;13;26;34;33;77;16;59;46;79;76;99;96;60;94;15;16;13;9;22;39;28;66;(4-7);13;Antioquia;SanCarlos;MagdalenaCauca;RíoNare;4797825,069000;2248909,270000;JORDAN EL [23080810];PARAGUAS;ORIENTE
18667;23080820;TAFETANES;100;80;16;53;1;96;83;39;78;29;96;9;79;93;60;49;32;82;78;63;82;58;37;78;89;12;72;42;29;44;37;53;94;84;60;93;80;94;24;75;6;33;49;17;32;26;66;49;72;32;26;6;63;(4-7);13;Antioquia;Granada;MagdalenaCauca;RíoNare;4765734,517000;2237664,990000;TAFETANES [23080820];LA PRIMAVERA;ORIENTE
18596;23080910;MEDIOSLOS;100;19;73;15;28;33;47;13;56;43;59;63;46;86;1;62;96;71;41;27;94;35;76;41;52;26;38;57;93;98;74;43;85;98;38;88;44;9;51;41;36;73;33;53;96;65;87;73;94;77;90;33;15;(4-7);13;Antioquia;Granada;MagdalenaCauca;RíoNare;4769537,593000;2236169,617000;MEDIOS LOS [23080910];LOS MEDIOS;ORIENTE
18288;23080920;SANTUARIO;100;54;51;37;60;68;74;76;97;63;26;2;8;36;89;30;16;40;50;8;56;71;42;8;35;10;93;92;35;72;51;5;20;60;27;45;64;40;93;44;71;78;54;31;10;0;94;9;33;43;29;26;55;(4-6);19;Antioquia;Santuario;MagdalenaCauca;RíoNare;4748876,404000;2235884,902000;SANTUARIO [23080920];EL CARMELO;ORIENTE
16815;23080930;POPOEL;100;35;87;81;73;100;93;30;98;27;38;7;20;39;17;67;32;89;42;75;10;78;6;73;11;32;41;54;24;35;91;44;78;68;52;8;84;17;67;21;34;4;17;26;24;66;48;60;42;64;98;47;20;(4-7);13;Antioquia;SanCarlos;MagdalenaCauca;RíoNare;4780631,666000;2243498,555000;POPO EL [23080930];CañaVERAL;ORIENTE
20950;23080940;PRESASANLORENZO;100;89;38;34;7;30;14;58;47;53;30;43;70;2;71;73;14;88;10;97;0;27;65;58;48;25;4;74;76;18;43;22;99;31;31;98;38;27;7;85;15;55;71;51;1;31;10;64;80;27;61;97;46;(5-7);20;Antioquia;Alejandría;MagdalenaCauca;RíoNare;4779222,025000;2263912,614000;PRESA SAN LORENZO [23080940];EL CERRO;ORIENTE
18430;23080950;VIENTOEL;100;54;18;58;61;67;77;61;98;1;85;22;4;92;33;100;63;3;46;59;65;0;57;87;80;6;28;90;11;21;5;49;14;45;35;46;89;32;89;64;69;92;1;88;91;95;60;15;27;22;12;69;20;(5-7);20;Antioquia;Alejandría;MagdalenaCauca;RíoNare;4767811,104000;2265662,686000;VIENTO EL [23080950];SAN LUIS;NORDESTE
17774;23085010;CALDERAS;100;71;83;5;65;14;88;85;55;68;38;24;40;54;22;65;39;45;95;91;90;19;97;49;29;44;9;25;67;43;57;50;79;69;1;76;83;8;24;92;5;9;49;39;32;58;2;82;58;62;61;57;5;(4-7);13;Antioquia;SanCarlos;MagdalenaCauca;RíoNare;4771389,196000;2238005,298000;CALDERAS [23085010];HONDITA;ORIENTE
20951;23085030;ALEJANDRIA;100;5;22;89;31;44;37;48;44;31;72;78;53;58;85;27;71;33;9;40;52;46;33;27;80;83;61;60;83;83;15;89;19;86;28;41;16;60;25;43;39;63;62;49;71;98;65;17;74;99;93;5;63;(5-7);20;Antioquia;Alejandría;MagdalenaCauca;RíoNare;4763000,650000;2263056,338000;ALEJANDRIA [23085030];SAN PEDRO;ORIENTE
17553;23085080;GranjaExperimentalElNusAut;100;71;51;52;52;36;86;90;66;22;61;31;93;24;51;16;56;55;38;88;47;97;97;64;43;50;27;6;96;36;90;53;21;36;76;32;43;76;30;8;89;1;78;70;35;0;15;9;12;25;43;28;87;(5-7);20;Antioquia;SanRoque;MagdalenaCauca;RíoNare;4796967,525000;2274791,715000;GRANJA EXPERIOMENTAL EL NUS - AUT [23085080];LA ICA;NORDESTE
19665;23085100;CARMELOELHACIENDA;100;96;52;2;57;99;11;7;5;15;27;30;23;49;51;55;7;57;1;77;9;9;17;30;86;27;54;57;44;40;39;81;57;90;43;100;9;0;7;97;39;24;20;19;16;38;79;59;39;32;68;75;3;(4-6);19;Antioquia;LaCeja;MagdalenaCauca;RíoNare;4734439,349000;2225256,830000;CARMELO EL HACIENDA [23085100];GUAMITO;ORIENTE
19088;23085110;PENOLEL;100;3;89;52;22;23;46;6;61;63;69;45;24;7;14;91;9;27;25;49;34;18;65;81;48;77;43;95;71;90;29;61;37;14;7;47;15;27;57;23;2;13;70;82;40;19;47;75;68;83;23;77;87;(4-7);13;Antioquia;Peñol;MagdalenaCauca;RíoNare;4752091,582000;2245184,991000;PENOL EL [23085110];GUAMITO;ORIENTE
16815;23085130;SANCARLOS;100;27;70;23;74;77;83;83;77;99;28;17;46;16;30;72;52;78;41;85;58;81;3;61;98;79;21;18;4;41;11;24;65;91;61;36;70;77;31;0;54;87;20;91;3;88;84;37;3;46;100;99;11;(4-7);13;Antioquia;SanCarlos;MagdalenaCauca;RíoNare;4780631,666000;2243498,555000;SAN CARLOS [23085130];CañaVERAL;ORIENTE
0;23085140;SANFRANCISCO;100;90;100;59;36;66;91;13;100;90;6;63;65;52;93;75;62;95;69;19;16;1;25;86;52;45;34;27;54;68;74;51;52;69;82;13;68;85;24;40;7;36;9;41;27;21;38;1;81;71;54;65;87;(4-7);13;Antioquia;SanFrancisco;MagdalenaCauca;RíoNare;4767543,779000;2217432,212000;SAN FRANCISCO [23085140];;ORIENTE
